,SubjectID,Document1,Document2,Similarity,Time,SBert
81,2,5,20,1,29.212,0.016311967745423317
82,2,21,20,1,25.897,0.15271879732608795
83,2,23,20,1,3.575,-0.011762533336877823
84,2,31,20,1,41.94,0.002654513344168663
85,2,38,20,2,13.269,0.1235562413930893
86,2,44,20,1,19.017,0.11035311967134476
87,2,47,20,1,23.474,0.03832626715302467
88,2,8,21,4,40.288,0.6541405320167542
89,2,36,21,4,21.931,0.2527351677417755
90,2,45,21,1,9.334,0.12857332825660706
91,2,27,22,1,27.34,-0.02468322031199932
92,2,28,22,1,33.308,0.08267451822757721
93,2,36,22,1,10.886,0.07033821195363998
94,2,46,22,2,13.299,0.05658681318163872
95,2,11,23,3,14.661,0.14128334820270538
96,2,13,23,1,9.794,0.3446700870990753
97,2,19,23,1,20.049,0.01603936217725277
98,2,21,23,2,7.932,0.16914939880371094
99,2,26,23,1,45.606,0.10363320261240005
100,2,46,23,1,21.841,0.12011825293302536
101,2,8,24,1,22.642,0.055447764694690704
102,2,10,24,3,25.637,0.0644923746585846
103,2,14,24,1,47.418,-0.1120137870311737
104,2,17,24,3,7.54,0.35580211877822876
105,2,37,24,1,38.456,0.041241612285375595
106,2,6,25,1,6.419,0.15228235721588135
107,2,12,25,1,22.022,0.23410427570343018
108,2,13,25,1,10.304,0.1404229700565338
109,2,36,25,1,9.073,0.15520502626895905
110,2,47,25,1,19.659,0.08203957974910736
111,2,2,26,1,20.86,0.04533874988555908
112,2,9,26,1,44.354,0.018490325659513474
113,2,27,26,1,8.392,-0.025136971846222878
114,2,40,26,1,16.724,-0.019422497600317
115,2,50,26,1,8.862,0.027901791036128998
116,2,4,27,3,19.628,0.28630056977272034
117,2,13,27,2,8.322,0.1572144329547882
118,2,42,27,3,40.888,0.1514725536108017
119,2,47,27,1,23.574,0.07389230281114578
120,2,47,28,1,21.931,0.09939241409301758
121,2,48,28,2,41.65,0.10111944377422333
122,2,6,29,1,6.209,0.12861254811286926
123,2,25,29,1,15.773,0.14812177419662476
124,2,41,29,1,18.226,-0.012919035740196705
125,2,42,29,2,49.051,0.007709701079875231
126,2,45,29,2,26.468,0.10735954344272614
127,2,47,29,1,4.066,0.12254805117845535
128,2,9,30,1,6.5,0.03859977051615715
129,2,10,30,1,8.422,-0.006114068441092968
130,2,23,30,1,5.108,0.21531414985656738
131,2,26,30,2,7.551,0.10581555217504501
132,2,34,30,1,30.033,0.05154944956302643
133,2,9,31,1,63.732,0.07511098682880402
134,2,25,31,1,9.453,0.1352347731590271
135,2,26,31,1,29.683,0.058006539940834045
136,2,23,32,1,8.141,0.13591133058071136
137,2,34,32,1,4.406,0.19767940044403076
138,2,50,32,5,24.926,0.47980350255966187
139,2,6,33,1,52.095,0.1537984162569046
140,2,13,33,1,21.441,0.1340441107749939
141,2,25,33,1,2.944,0.0548333041369915
142,2,28,33,1,9.964,0.015514561906456947
143,2,46,34,1,8.443,0.035371433943510056
144,2,14,35,1,47.208,-0.04105374962091446
145,2,21,35,1,19.097,-0.020356900990009308
146,2,28,35,1,3.455,0.20619836449623108
147,2,34,35,1,29.112,0.043569911271333694
148,2,36,35,1,14.671,0.10315202921628952
149,2,44,35,1,22.422,0.012326923198997974
150,2,13,36,1,41.49,0.19066712260246277
151,2,29,36,3,20.299,0.15624189376831055
152,2,38,36,2,15.342,0.12769797444343567
153,2,42,36,2,7.06,0.23528417944908142
154,2,44,36,1,36.933,0.21513889729976654
155,2,10,37,1,50.643,0.08463232964277267
156,2,15,37,1,45.054,0.18509836494922638
157,2,29,37,1,12.328,0.28675585985183716
158,2,33,37,1,27.74,0.08540129661560059
159,2,40,37,4,81.697,0.2743844985961914
160,2,5,38,2,35.371,0.011924011632800102
161,2,11,38,3,26.188,0.015135452151298523
162,2,22,38,1,19.268,0.051388055086135864
163,2,26,38,1,9.294,0.11789830029010773
164,2,33,38,3,25.797,0.1274901032447815
165,2,35,38,1,30.204,0.016782991588115692
166,2,7,39,1,23.533,0.06903723627328873
167,2,11,39,1,36.022,0.09986835718154907
168,2,32,39,1,8.402,0.15358345210552216
169,2,44,39,1,12.118,-0.012987466529011726
170,2,47,39,1,42.23,-0.026827849447727203
171,2,6,40,1,12.308,0.0147287268191576
172,2,10,40,1,7.461,0.011802718043327332
173,2,21,40,1,14.271,0.1253540813922882
174,2,22,40,1,43.703,0.012042911723256111
175,2,30,40,1,25.717,0.13508616387844086
176,2,11,41,1,76.811,0.01517233531922102
177,2,12,41,1,18.356,0.04587837681174278
178,2,19,41,1,10.925,0.027204623445868492
179,2,30,41,1,13.51,0.08353500068187714
180,2,38,41,1,6.76,-0.08268521726131439
181,2,3,42,3,12.869,0.1307259202003479
182,2,9,42,1,19.268,0.03398417681455612
183,2,16,42,3,14.171,0.31236913800239563
184,2,34,42,1,23.114,-0.01659492217004299
185,2,49,42,1,30.313,0.03932582214474678
186,2,7,43,1,13.089,0.10508940368890762
187,2,8,43,1,2.313,0.037236034870147705
188,2,9,43,2,33.217,0.12131470441818237
189,2,31,43,1,4.636,-0.012787017039954662
190,2,33,43,1,15.201,-0.07324900478124619
191,2,38,43,1,16.323,0.10629002749919891
192,2,39,43,1,36.583,0.04777253791689873
193,2,28,44,1,15.582,0.03836273029446602
194,2,32,44,2,12.228,0.16736343502998352
195,2,43,44,1,30.183,0.15685419738292694
196,2,50,44,1,13.829,0.28184670209884644
197,2,18,45,1,16.053,0.10181699693202972
198,2,19,45,1,24.045,0.001969252247363329
199,2,8,46,3,38.806,0.1015685647726059
200,2,9,46,1,3.285,0.0721888393163681
201,2,11,46,1,26.318,-0.04378615319728851
202,2,16,46,1,34.089,0.08114484697580338
203,2,18,46,1,27.78,0.008096465840935707
204,2,27,46,1,39.677,0.12336959689855576
205,2,29,46,4,7.42,0.25551703572273254
206,2,38,46,1,11.947,0.15877610445022583
207,2,10,47,2,32.727,0.1482207477092743
208,2,13,47,1,28.121,0.09956344217061996
209,2,18,47,1,9.915,0.01211894117295742
210,2,3,48,3,10.816,0.13488546013832092
211,2,7,48,1,28.32,0.17548897862434387
212,2,12,48,2,21.981,0.20128974318504333
213,2,21,48,2,14.36,0.2785743176937103
214,2,41,48,1,13.179,0.002851307624951005
215,2,1,49,1,17.235,0.17989139258861542
216,2,38,49,1,8.252,0.13824599981307983
217,2,50,49,1,27.409,0.16276785731315613
218,2,28,50,2,26.929,0.12066249549388885
219,2,37,50,1,9.093,0.20847880840301514
220,3,2,1,2,4.697,0.2006608247756958
221,3,14,1,5,16.954,0.6489594578742981
222,3,27,1,2,20.559,0.1707153171300888
223,3,34,2,1,1.952,0.08539894223213196
224,3,38,2,2,67.037,0.10194168984889984
225,3,43,2,1,16.444,0.08220382034778595
226,3,6,3,4,36.483,0.1100715920329094
227,3,10,3,2,41.239,-0.002690559718757868
228,3,17,3,2,31.936,0.19299538433551788
229,3,19,3,2,4.907,0.3192533850669861
230,3,47,3,2,11.446,0.020202187821269035
231,3,8,4,4,24.515,0.4320593476295471
232,3,12,4,5,9.934,0.29651546478271484
233,3,33,4,1,14.671,0.1496274322271347
234,3,35,4,1,3.855,0.003479828592389822
235,3,42,4,3,20.77,0.24140313267707825
236,3,50,4,3,10.425,0.15511491894721985
237,3,3,5,4,57.102,0.21043482422828674
238,3,15,5,1,9.303,0.01832416281104088
239,3,17,5,2,21.131,0.23414559662342072
240,3,18,5,2,7.931,0.08810517936944962
241,3,36,5,4,33.107,0.22701135277748108
242,3,48,5,2,10.735,0.14509525895118713
243,3,1,6,2,18.987,0.15220604836940765
244,3,9,6,1,3.675,0.0067237489856779575
245,3,16,6,1,28.471,0.027462629601359367
246,3,21,6,1,2.614,0.06249299272894859
247,3,26,6,3,5.869,0.16768194735050201
248,3,43,6,1,2.613,0.1000453382730484
249,3,46,6,1,5.588,0.24620869755744934
250,3,3,7,3,6.619,0.16302797198295593
251,3,17,7,3,7.1,-0.018262283876538277
252,3,27,7,3,6.559,0.2478664666414261
253,3,34,7,1,27.169,0.007635509595274925
254,3,49,7,1,9.854,0.08020751178264618
255,3,9,8,2,22.061,0.04009609669446945
256,3,13,8,2,13.8,0.20803923904895782
257,3,14,8,1,22.953,0.12292777001857758
258,3,20,8,1,30.954,-0.03360208496451378
259,3,4,9,1,4.336,-0.0227019265294075
260,3,35,9,1,3.155,0.008029469288885593
261,3,36,9,1,3.395,0.10242345929145813
262,3,41,9,3,4.657,0.14731785655021667
263,3,48,9,1,5.178,0.0749134048819542
264,3,11,10,5,31.184,0.2807261645793915
265,3,46,10,2,6.409,-0.010506564751267433
266,3,5,11,4,19.668,0.37104907631874084
267,3,7,11,2,53.487,0.3569680154323578
268,3,17,11,2,12.919,0.19372408092021942
269,3,24,11,3,26.378,0.22362983226776123
270,3,7,12,5,40.278,0.30306047201156616
271,3,11,12,4,5.768,0.3592011034488678
272,3,15,12,1,6.709,0.04600479453802109
273,3,20,12,2,5.128,0.10527198016643524
274,3,21,12,5,24.225,0.3256557285785675
275,3,27,12,4,5.158,0.30629485845565796
276,3,28,12,4,10.956,0.2807476222515106
277,3,30,12,1,18.016,0.2049417346715927
278,3,36,12,5,49.862,0.33242738246917725
279,3,37,12,2,24.194,0.2916269302368164
280,3,47,12,1,7.851,0.05653940513730049
281,3,20,13,2,6.008,0.05782780051231384
282,3,38,13,2,14.551,0.18505656719207764
283,3,41,13,3,15.783,0.11059621721506119
284,3,23,14,1,72.334,0.22886653244495392
285,3,27,14,1,3.926,0.08846773952245712
286,3,28,14,2,17.495,0.09004624933004379
287,3,30,14,1,15.171,-0.007921644486486912
288,3,32,14,3,15.472,0.1484995037317276
289,3,40,14,1,5.247,-0.010062976740300655
290,3,44,14,2,5.508,-0.027485495433211327
291,3,46,14,1,7.07,0.2582707107067108
292,3,1,15,1,31.646,0.3064575493335724
293,3,3,15,2,10.996,0.2034999132156372
294,3,17,15,1,4.306,0.019155826419591904
295,3,23,15,1,23.594,0.049027130007743835
296,3,48,15,1,39.006,0.08159591257572174
297,3,1,16,2,21.501,0.23921550810337067
298,3,17,16,3,11.016,0.12651759386062622
299,3,35,16,1,13.98,0.04870447888970375
300,3,37,16,2,14.401,0.3443219065666199
301,3,39,16,1,4.446,0.08281639218330383
302,3,29,18,2,5.087,0.13600178062915802
303,3,32,18,4,9.925,0.13773532211780548
304,3,14,19,1,2.945,-0.06522126495838165
305,3,15,19,1,8.072,0.09390480071306229
306,3,21,19,2,14.912,0.19074830412864685
307,3,27,19,2,23.434,-0.07180878520011902
308,3,29,19,2,39.617,0.2063792645931244
309,3,36,19,3,30.314,0.0658469945192337
310,3,14,20,2,3.605,0.11327094584703445
311,3,27,20,1,24.986,0.10330125689506531
312,3,29,20,2,92.363,-0.05738316476345062
313,3,1,21,1,4.937,0.2242412567138672
314,3,14,21,1,2.283,0.08628007024526596
315,3,39,21,1,8.072,0.07013054937124252
316,3,44,21,2,7.37,0.07759875059127808
317,3,49,21,1,3.044,-0.010768565349280834
318,3,1,22,4,9.253,0.10701718181371689
319,3,4,23,2,39.186,0.15253768861293793
320,3,7,23,3,7.01,0.1965424120426178
321,3,24,23,3,6.139,0.016801297664642334
322,3,28,23,3,11.266,0.33788976073265076
323,3,33,23,3,4.927,0.09986992180347443
324,3,9,24,1,5.959,0.1367037296295166
325,3,15,24,1,16.173,0.012147897854447365
326,3,21,24,2,6.58,0.02697611041367054
327,3,38,24,2,45.164,0.06739779561758041
328,3,47,24,1,32.066,-0.041944559663534164
329,3,7,25,4,34.48,0.18054653704166412
330,3,37,25,2,15.783,0.28551769256591797
331,3,4,26,4,7.761,0.07041088491678238
332,3,8,26,4,18.156,0.14976243674755096
333,3,20,26,3,11.837,0.001032393192872405
334,3,9,27,2,35.391,0.16825738549232483
335,3,11,27,4,82.128,0.25670018792152405
336,3,18,27,2,25.177,0.08561423420906067
337,3,30,27,1,3.835,0.13800430297851562
338,3,37,27,3,21.851,0.07998219132423401
339,3,49,27,1,3.034,-0.009135820902884007
340,3,3,28,3,73.136,0.20774121582508087
341,3,6,28,2,16.364,0.1301126331090927
342,3,9,28,1,6.659,0.011267585679888725
343,3,29,28,3,58.104,0.14734776318073273
344,3,45,28,2,29.272,0.30021950602531433
345,3,38,29,3,38.535,0.3252078592777252
346,3,40,29,2,57.863,0.14591000974178314
347,3,50,29,3,54.168,0.1971152275800705
348,3,7,30,1,4.607,0.08531966805458069
349,3,18,30,1,3.755,-0.05513257905840874
350,3,36,30,1,4.467,0.12417856603860855
351,3,37,30,1,3.605,0.06808335334062576
352,3,43,30,1,3.255,0.07790689170360565
353,3,49,30,1,37.324,0.13630308210849762
354,3,14,31,1,4.457,0.04368335381150246
355,3,23,31,1,26.088,0.22809548676013947
356,3,35,31,1,10.525,0.14029844105243683
357,3,37,31,2,16.164,0.034966085106134415
358,3,41,31,2,7.241,0.17247220873832703
359,3,49,31,1,3.726,0.004186894278973341
360,3,2,32,1,11.025,0.1320658028125763
361,3,6,32,2,4.627,0.17724609375
362,3,19,32,2,8.532,0.16573700308799744
363,3,29,32,2,23.874,0.24013981223106384
364,3,31,32,1,3.936,0.16480106115341187
365,3,36,32,5,22.622,0.16194777190685272
366,3,5,33,2,41.8,-0.009468615986406803
367,3,18,33,1,2.734,-0.02677014470100403
368,3,24,33,2,55.319,-0.07733350992202759
369,3,27,33,2,13.389,0.028757764026522636
370,3,45,33,2,7.081,0.10619910061359406
371,3,6,34,1,7.231,0.036847006529569626
372,3,8,34,1,4.497,0.04975169897079468
373,3,21,34,1,4.006,0.06978525221347809
374,3,23,34,1,5.467,-0.047022271901369095
375,3,24,34,1,5.828,-0.0693078264594078
376,3,29,34,1,14.19,0.019339438527822495
377,3,43,34,5,5.739,0.02463867887854576
378,3,7,35,1,10.755,0.19469937682151794
379,3,26,35,1,20.249,0.18995843827724457
380,3,46,35,1,1.632,0.04778518155217171
381,3,49,35,1,2.784,-0.0783371552824974
382,3,33,36,1,8.922,0.08030613511800766
383,3,45,36,3,16.253,0.3473449647426605
384,3,49,36,1,3.626,0.07936055958271027
385,3,1,37,2,4.807,0.23766960203647614
386,3,23,37,2,3.696,0.059996556490659714
387,3,28,37,2,5.297,0.1559436321258545
388,3,32,37,2,13.439,0.18619351089000702
389,3,47,37,4,20.61,0.1557190716266632
390,3,48,37,2,11.406,0.21064865589141846
391,3,27,38,2,14.421,0.04117894172668457
392,3,45,38,2,6.118,0.14233888685703278
393,3,10,39,1,3.785,0.1478203535079956
394,3,48,39,2,24.446,0.16584667563438416
395,3,4,40,3,22.732,0.00855674222111702
396,3,15,40,3,8.172,0.07611478120088577
397,3,23,40,2,3.976,0.0740942656993866
398,3,44,40,2,43.472,0.18222124874591827
399,3,6,41,2,4.236,0.0331716313958168
400,3,27,41,1,27.51,0.1715381145477295
401,3,49,41,1,6.349,0.02729782834649086
402,3,28,42,2,41.16,0.2032151073217392
403,3,5,43,2,28.922,0.08348234742879868
404,3,10,43,1,3.776,-0.030169663950800896
405,3,14,43,1,3.726,-0.009458303451538086
406,3,20,43,5,5.898,0.21263054013252258
407,3,24,43,1,39.717,0.05864967778325081
408,3,35,43,1,11.447,0.055134329944849014
409,3,12,44,3,107.274,0.03981884941458702
410,3,13,44,1,7.651,0.06647813320159912
411,3,25,44,2,4.927,0.04951721057295799
412,3,38,44,3,7.441,0.017979566007852554
413,3,2,45,2,14.561,0.006437857169657946
414,3,27,45,4,28.621,0.3073437511920929
415,3,39,45,1,11.817,0.21010485291481018
416,3,48,45,2,25.566,0.19102324545383453
417,3,5,46,2,23.935,0.0843268558382988
418,3,20,46,2,3.976,0.06940636783838272
419,3,28,46,2,6.58,0.09940177202224731
420,3,30,46,1,10.074,0.10794105380773544
421,3,40,46,3,13.078,0.09269348531961441
422,3,41,46,2,46.987,-0.06040732190012932
423,3,47,46,1,7.37,0.16509827971458435
424,3,2,47,1,2.794,0.07759363204240799
425,3,31,47,2,31.906,0.11693431437015533
426,3,6,48,2,2.113,0.1168275848031044
427,3,13,48,2,32.767,0.08023770153522491
428,3,25,49,1,2.864,-0.03927648440003395
429,3,29,49,1,2.524,0.1792113035917282
430,3,15,50,3,5.477,0.20518364012241364
431,3,22,50,4,7.491,0.26551583409309387
432,3,46,50,1,15.813,0.11734908074140549
433,4,5,1,3,40.639,0.15533457696437836
434,4,8,1,1,4.507,0.17465364933013916
435,4,13,2,2,19.708,0.19839832186698914
436,4,23,2,1,34.459,0.12535031139850616
437,4,27,2,1,7.09,0.10117120295763016
438,4,41,2,1,12.087,-0.037295617163181305
439,4,44,2,1,9.553,0.014941792003810406
440,4,31,3,1,8.793,0.05963347107172012
441,4,36,3,2,13.569,0.2865138649940491
442,4,41,4,1,4.156,0.09270256757736206
443,4,45,4,1,17.776,0.13704125583171844
444,4,46,4,1,10.425,0.07485456019639969
445,4,48,4,2,56.641,0.28080034255981445
446,4,49,4,1,11.657,-0.0776989758014679
447,4,9,5,1,15.602,0.11911145597696304
448,4,26,5,1,6.419,0.0550767183303833
449,4,44,5,1,16.584,0.2646222412586212
450,4,49,5,1,5.899,-0.0026996436063200235
451,4,1,7,1,12.849,0.10772424191236496
452,4,31,7,1,8.693,0.0064747934229671955
453,4,27,8,2,15.463,0.23183661699295044
454,4,47,8,1,14.691,0.07539259642362595
455,4,3,9,1,28.1,0.06648511439561844
456,4,14,9,1,12.949,0.11672196537256241
457,4,34,10,1,14.261,-0.0017254245467483997
458,4,41,10,1,21.631,0.10178375244140625
459,4,20,11,2,39.136,0.1497441530227661
460,4,34,11,1,2.604,-0.019988691434264183
461,4,18,12,2,14.11,0.18311145901679993
462,4,40,12,2,17.035,0.23247461020946503
463,4,10,13,1,16.023,0.12137442827224731
464,4,26,13,1,16.734,0.051012128591537476
465,4,35,13,3,14.821,0.22163064777851105
466,4,39,13,1,30.054,0.1537020206451416
467,4,45,13,1,4.737,0.18260705471038818
468,4,48,14,3,25.697,0.14354631304740906
469,4,13,15,2,13.4,0.14253400266170502
470,4,16,15,2,20.73,0.06867940723896027
471,4,33,15,4,19.418,0.3136874735355377
472,4,7,16,4,22.463,0.19192902743816376
473,4,33,16,1,11.306,0.07690895348787308
474,4,21,17,1,6.79,0.06344041228294373
475,4,28,18,1,8.853,0.039987146854400635
476,4,43,18,3,25.026,0.12837955355644226
477,4,34,19,1,7.471,-0.1018865630030632
478,4,50,19,2,28.481,0.15140268206596375
479,4,10,20,1,18.206,0.07762185484170914
480,4,22,20,2,18.817,0.02518676593899727
481,4,39,20,1,8.743,0.07271186262369156
482,4,37,21,1,22.462,0.20598995685577393
483,4,42,21,3,21.912,0.1778631955385208
484,4,24,22,1,10.115,0.10633807629346848
485,4,33,22,2,13.729,0.0848422721028328
486,4,41,22,1,5.247,0.043911293148994446
487,4,43,22,2,8.513,0.05961175262928009
488,4,8,23,1,17.144,0.18201005458831787
489,4,49,23,1,4.707,0.09034368395805359
490,4,35,24,1,7.721,0.0816413164138794
491,4,36,24,4,30.163,0.07203084975481033
492,4,22,25,1,18.417,0.10783051699399948
493,4,3,26,1,28.451,0.12211528420448303
494,4,22,26,1,15.963,0.059420544654130936
495,4,32,26,2,16.053,0.12620948255062103
496,4,10,27,2,13.79,0.22933447360992432
497,4,15,27,1,8.743,-0.0019624391570687294
498,4,24,27,1,27.55,0.23409630358219147
499,4,28,27,3,25.707,0.2332814782857895
500,4,31,27,2,15.933,0.20263734459877014
501,4,36,27,3,9.023,0.2549287974834442
502,4,2,28,1,6.709,0.01563321053981781
503,4,5,28,1,12.698,0.13447919487953186
504,4,10,28,3,37.003,0.18461874127388
505,4,38,28,1,20.149,0.1664178967475891
506,4,3,30,1,12.648,0.1428757756948471
507,4,31,30,3,14.782,0.3590112328529358
508,4,38,30,1,26.729,-0.06026895344257355
509,4,42,30,1,19.027,0.11058872193098068
510,4,16,31,1,20.93,0.05778776854276657
511,4,28,31,2,12.518,0.16590583324432373
512,4,42,31,1,25.527,-0.009014386683702469
513,4,12,32,4,31.745,-0.014614327810704708
514,4,21,33,2,15.172,0.04230135679244995
515,4,26,33,1,5.889,0.03707466647028923
516,4,32,33,1,8.883,0.14446645975112915
517,4,44,33,1,18.817,0.010506995022296906
518,4,45,34,1,6.639,0.18474416434764862
519,4,50,34,1,22.662,0.07076825201511383
520,4,23,35,1,9.053,0.22105471789836884
521,4,33,35,3,48.129,0.016384758055210114
522,4,41,35,1,6.99,0.13542595505714417
523,4,48,35,1,18.086,0.02075827866792679
524,4,4,36,4,19.007,0.3492805063724518
525,4,23,36,3,5.929,0.2200758159160614
526,4,26,36,1,11.998,0.09942382574081421
527,4,43,36,1,7.561,0.1444454938173294
528,4,19,37,4,16.173,0.3505323529243469
529,4,35,37,1,11.777,-0.03652244806289673
530,4,18,38,3,13.629,0.2349969446659088
531,4,32,38,2,13.189,0.20576532185077667
532,4,39,38,1,16.184,0.1274564415216446
533,4,12,39,2,38.575,0.08726925402879715
534,4,34,39,1,52.235,0.1832520216703415
535,4,3,40,1,20.649,0.1441091001033783
536,4,33,40,3,10.665,-0.03286438062787056
537,4,18,41,1,17.065,0.12734487652778625
538,4,24,41,1,32.417,0.06663502007722855
539,4,23,42,2,15.673,0.21613837778568268
540,4,39,42,1,9.824,0.14989766478538513
541,4,3,44,1,5.237,0.08607152849435806
542,4,45,44,1,8.933,0.20827767252922058
543,4,48,44,1,12.998,0.12392812222242355
544,4,7,45,3,47.819,0.2976866066455841
545,4,31,45,2,22.282,0.08398027718067169
546,4,31,46,1,6.549,0.0010812642285600305
547,4,37,46,3,102.568,0.07862620800733566
548,4,23,47,2,8.623,0.06768568605184555
549,4,31,48,1,7.021,-0.009422024711966515
550,4,36,48,3,21.07,0.13730651140213013
551,4,16,49,1,14.771,0.09443443268537521
552,4,24,49,1,9.904,0.022522753104567528
553,4,47,49,1,10.385,0.07919489592313766
554,4,14,50,3,35.511,0.19943280518054962
555,4,31,50,1,11.376,0.07548944652080536
556,4,43,50,2,47.658,0.13887648284435272
557,4,45,50,2,7.361,0.29036644101142883
558,5,12,1,1,11.326,0.08398154377937317
559,5,6,2,1,3.105,0.11107628792524338
560,5,7,2,1,25.927,0.17258816957473755
561,5,19,2,1,9.634,0.09541584551334381
562,5,21,2,1,33.518,0.06615229696035385
563,5,1,3,2,25.527,0.2605573832988739
564,5,4,3,1,20.43,-0.02610679715871811
565,5,23,3,1,8.352,0.18138037621974945
566,5,34,3,1,18.576,0.027638912200927734
567,5,35,3,2,11.246,0.09699548035860062
568,5,1,4,1,32.947,0.2027304470539093
569,5,32,4,1,7.882,0.01446461956948042
570,5,38,4,2,19.318,-0.06085412949323654
571,5,24,5,4,12.839,0.16225183010101318
572,5,29,5,1,17.836,0.09305889159440994
573,5,14,6,1,4.206,0.09184227138757706
574,5,18,6,1,5.438,-0.027749253436923027
575,5,22,6,1,22.282,0.24617668986320496
576,5,13,7,2,5.858,0.22904187440872192
577,5,20,7,2,35.882,0.14830248057842255
578,5,24,7,2,22.342,0.03789106756448746
579,5,19,8,1,23.624,0.06693758815526962
580,5,33,8,1,6.199,0.059464260935783386
581,5,40,8,1,9.174,0.01367214135825634
582,5,29,9,1,25.336,0.16562721133232117
583,5,40,9,3,18.847,0.26053085923194885
584,5,47,9,5,5.809,0.4236431419849396
585,5,8,10,3,12.638,0.3948967754840851
586,5,32,10,1,7.21,0.013442721217870712
587,5,38,10,1,17.085,-0.06712054461240768
588,5,50,10,1,10.095,0.05208839103579521
589,5,18,11,1,8.942,0.13343952596187592
590,5,2,12,1,6.088,0.04098401591181755
591,5,8,12,4,36.152,0.34770315885543823
592,5,38,12,1,6.71,0.09203536063432693
593,5,16,13,2,31.255,0.16521233320236206
594,5,31,13,3,30.043,0.2630239427089691
595,5,34,13,1,6.68,0.0570332296192646
596,5,46,13,1,14.591,0.08398319780826569
597,5,22,14,2,11.467,0.07653248310089111
598,5,33,14,5,16.444,0.6458737254142761
599,5,45,14,1,7.391,0.236223503947258
600,5,47,14,1,4.437,0.03559921681880951
601,5,49,14,2,16.724,0.2676781415939331
602,5,8,15,1,6.84,0.08603253215551376
