SubjectID,Document1,Document2,Similarity,Time,SBert
2,47,27,1,23.574,0.07389222085475922
2,47,28,1,21.931,0.09939230978488922
2,48,28,2,41.65,0.10111941397190094
2,6,29,1,6.209,0.12861254811286926
2,25,29,1,15.773,0.14812177419662476
2,41,29,1,18.226,-0.01291908323764801
2,42,29,2,49.051,0.0077096763998270035
2,45,29,2,26.468,0.10735953599214554
2,47,29,1,4.066,0.122547946870327
2,9,30,1,6.5,0.03859976679086685
2,10,30,1,8.422,-0.006113998591899872
2,23,30,1,5.108,0.21531420946121216
2,26,30,2,7.551,0.10581556707620621
2,34,30,1,30.033,0.05154945328831673
2,9,31,1,63.732,0.07511100172996521
2,25,31,1,9.453,0.13523489236831665
2,26,31,1,29.683,0.05800649896264076
2,23,32,1,8.141,0.13591139018535614
2,34,32,1,4.406,0.19767937064170837
2,50,32,5,24.926,0.4798039197921753
2,6,33,1,52.095,0.15379855036735535
2,13,33,1,21.441,0.13404405117034912
2,25,33,1,2.944,0.05483323708176613
2,28,33,1,9.964,0.015514571219682693
2,46,34,1,8.443,0.03537139296531677
2,14,35,1,47.208,-0.041053805500268936
2,21,35,1,19.097,-0.020356912165880203
2,28,35,1,3.455,0.20619836449623108
2,34,35,1,29.112,0.04356992244720459
2,36,35,1,14.671,0.10315199196338654
2,44,35,1,22.422,0.012326930649578571
2,13,36,1,41.49,0.19066718220710754
2,29,36,3,20.299,0.15624192357063293
2,38,36,2,15.342,0.12769803404808044
2,42,36,2,7.06,0.2352842092514038
2,44,36,1,36.933,0.21513891220092773
2,10,37,1,50.643,0.0846322700381279
2,15,37,1,45.054,0.18509842455387115
2,29,37,1,12.328,0.28675588965415955
2,33,37,1,27.74,0.085401251912117
2,40,37,4,81.697,0.27438443899154663
2,5,38,2,35.371,0.011924080550670624
2,11,38,3,26.188,0.015135380439460278
2,22,38,1,19.268,0.051388099789619446
2,26,38,1,9.294,0.11789829283952713
2,33,38,3,25.797,0.12749004364013672
2,35,38,1,30.204,0.016782937571406364
2,7,39,1,23.533,0.06903726607561111
2,11,39,1,36.022,0.09986841678619385
2,32,39,1,8.402,0.15358342230319977
2,44,39,1,12.118,-0.012987546622753143
2,47,39,1,42.23,-0.026827914640307426
2,6,40,1,12.308,0.014728627167642117
2,10,40,1,7.461,0.011802677065134048
2,21,40,1,14.271,0.1253540813922882
2,22,40,1,43.703,0.012042994610965252
2,30,40,1,25.717,0.13508614897727966
2,11,41,1,76.811,0.015172255225479603
2,12,41,1,18.356,0.04587836563587189
2,19,41,1,10.925,0.02720457687973976
2,30,41,1,13.51,0.08353495597839355
2,38,41,1,6.76,-0.08268527686595917
2,3,42,3,12.869,0.13072600960731506
2,9,42,1,19.268,0.03398416191339493
2,16,42,3,14.171,0.31236907839775085
2,34,42,1,23.114,-0.01659485697746277
2,49,42,1,30.313,0.03932587802410126
2,7,43,1,13.089,0.1050894632935524
2,8,43,1,2.313,0.03723601996898651
2,9,43,2,33.217,0.12131468951702118
2,31,43,1,4.636,-0.01278701052069664
2,33,43,1,15.201,-0.07324899733066559
2,38,43,1,16.323,0.1062900573015213
2,39,43,1,36.583,0.0477726124227047
2,28,44,1,15.582,0.038362644612789154
2,32,44,2,12.228,0.16736343502998352
2,43,44,1,30.183,0.15685418248176575
2,50,44,1,13.829,0.2818467319011688
2,18,45,1,16.053,0.10181703418493271
2,19,45,1,24.045,0.001969272270798683
2,8,46,3,38.806,0.1015685424208641
2,9,46,1,3.285,0.07218888401985168
2,11,46,1,26.318,-0.04378613084554672
2,16,46,1,34.089,0.08114483952522278
2,18,46,1,27.78,0.008096493780612946
2,27,46,1,39.677,0.12336956709623337
2,29,46,4,7.42,0.25551706552505493
2,38,46,1,11.947,0.15877610445022583
2,10,47,2,32.727,0.14822062849998474
2,13,47,1,28.121,0.09956339746713638
2,18,47,1,9.915,0.012118845246732235
2,3,48,3,10.816,0.1348855197429657
2,7,48,1,28.32,0.1754889041185379
2,12,48,2,21.981,0.20128978788852692
2,21,48,2,14.36,0.27857422828674316
2,41,48,1,13.179,0.0028512757271528244
2,1,49,1,17.235,0.1798914074897766
2,38,49,1,8.252,0.13824597001075745
2,50,49,1,27.409,0.16276782751083374
2,28,50,2,26.929,0.12066255509853363
2,37,50,1,9.093,0.2084788829088211
3,2,1,2,4.697,0.2006608247756958
3,14,1,5,16.954,0.6489595770835876
3,27,1,2,20.559,0.1707153022289276
3,34,2,1,1.952,0.08539900183677673
3,38,2,2,67.037,0.10194163769483566
3,43,2,1,16.444,0.08220381289720535
3,6,3,4,36.483,0.11007152497768402
3,10,3,2,41.239,-0.0026905620470643044
3,17,3,2,31.936,0.19299542903900146
3,19,3,2,4.907,0.3192533254623413
3,47,3,2,11.446,0.020202070474624634
3,8,4,4,24.515,0.4320594072341919
3,12,4,5,9.934,0.29651546478271484
3,33,4,1,14.671,0.14962737262248993
3,35,4,1,3.855,0.003479846753180027
3,42,4,3,20.77,0.2414029836654663
3,50,4,3,10.425,0.15511494874954224
3,3,5,4,57.102,0.2104349136352539
3,15,5,1,9.303,0.01832420378923416
3,17,5,2,21.131,0.23414552211761475
3,18,5,2,7.931,0.08810511976480484
3,36,5,4,33.107,0.22701126337051392
3,48,5,2,10.735,0.14509527385234833
3,1,6,2,18.987,0.1522061824798584
3,9,6,1,3.675,0.006723728030920029
3,16,6,1,28.471,0.027462594211101532
3,21,6,1,2.614,0.06249291077256203
3,26,6,3,5.869,0.1676819771528244
3,43,6,1,2.613,0.1000453531742096
3,46,6,1,5.588,0.24620863795280457
3,3,7,3,6.619,0.16302794218063354
3,17,7,3,7.1,-0.01826232671737671
3,27,7,3,6.559,0.2478664517402649
3,34,7,1,27.169,0.0076355040073394775
3,49,7,1,9.854,0.08020749688148499
3,9,8,2,22.061,0.04009604454040527
3,13,8,2,13.8,0.20803935825824738
3,14,8,1,22.953,0.12292782217264175
3,20,8,1,30.954,-0.03360215574502945
3,4,9,1,4.336,-0.02270200289785862
3,35,9,1,3.155,0.008029481396079063
3,36,9,1,3.395,0.10242341458797455
3,41,9,3,4.657,0.14731785655021667
3,48,9,1,5.178,0.07491333037614822
3,11,10,5,31.184,0.2807261347770691
3,46,10,2,6.409,-0.010506641119718552
3,5,11,4,19.668,0.37104910612106323
3,7,11,2,53.487,0.3569679260253906
3,17,11,2,12.919,0.19372408092021942
3,24,11,3,26.378,0.22362983226776123
3,7,12,5,40.278,0.303060382604599
3,11,12,4,5.768,0.3592011332511902
3,15,12,1,6.709,0.04600493609905243
3,20,12,2,5.128,0.10527196526527405
3,21,12,5,24.225,0.32565563917160034
3,27,12,4,5.158,0.3062949776649475
3,28,12,4,10.956,0.28074753284454346
3,30,12,1,18.016,0.2049417495727539
3,36,12,5,49.862,0.33242735266685486
3,37,12,2,24.194,0.29162704944610596
3,47,12,1,7.851,0.0565393827855587
3,20,13,2,6.008,0.05782778561115265
3,38,13,2,14.551,0.18505650758743286
3,41,13,3,15.783,0.1105962023139
3,23,14,1,72.334,0.22886641323566437
3,27,14,1,3.926,0.08846769481897354
3,28,14,2,17.495,0.09004630893468857
3,30,14,1,15.171,-0.007921598851680756
3,32,14,3,15.472,0.14849945902824402
3,40,14,1,5.247,-0.010062968358397484
3,44,14,2,5.508,-0.027485474944114685
3,46,14,1,7.07,0.2582706809043884
3,1,15,1,31.646,0.30645763874053955
3,3,15,2,10.996,0.2034999579191208
3,17,15,1,4.306,0.019155923277139664
3,23,15,1,23.594,0.049027204513549805
3,48,15,1,39.006,0.0815960019826889
3,1,16,2,21.501,0.23921555280685425
3,17,16,3,11.016,0.1265176236629486
3,35,16,1,13.98,0.04870447888970375
3,37,16,2,14.401,0.3443220555782318
3,39,16,1,4.446,0.08281642943620682
3,29,18,2,5.087,0.1360018104314804
3,32,18,4,9.925,0.13773541152477264
3,14,19,1,2.945,-0.06522126495838165
3,15,19,1,8.072,0.0939047783613205
3,21,19,2,14.912,0.1907481849193573
3,27,19,2,23.434,-0.07180874794721603
3,29,19,2,39.617,0.2063792496919632
3,36,19,3,30.314,0.0658469870686531
3,14,20,2,3.605,0.11327095329761505
3,27,20,1,24.986,0.10330119729042053
3,29,20,2,92.363,-0.057383254170417786
3,1,21,1,4.937,0.2242411971092224
3,14,21,1,2.283,0.0862799882888794
3,39,21,1,8.072,0.07013056427240372
3,44,21,2,7.37,0.0775986835360527
3,49,21,1,3.044,-0.010768567211925983
3,1,22,4,9.253,0.10701709985733032
3,4,23,2,39.186,0.15253768861293793
3,7,23,3,7.01,0.1965424120426178
3,24,23,3,6.139,0.01680135913193226
3,28,23,3,11.266,0.337889701128006
3,33,23,3,4.927,0.09986988455057144
3,9,24,1,5.959,0.1367037445306778
3,15,24,1,16.173,0.012147918343544006
3,21,24,2,6.58,0.02697606012225151
3,38,24,2,45.164,0.0673978328704834
3,47,24,1,32.066,-0.04194454848766327
3,7,25,4,34.48,0.18054652214050293
3,37,25,2,15.783,0.2855176329612732
3,4,26,4,7.761,0.07041098922491074
3,8,26,4,18.156,0.14976252615451813
3,20,26,3,11.837,0.0010323598980903625
3,9,27,2,35.391,0.16825738549232483
3,11,27,4,82.128,0.25670015811920166
3,18,27,2,25.177,0.08561430871486664
3,30,27,1,3.835,0.13800430297851562
3,37,27,3,21.851,0.07998219132423401
3,49,27,1,3.034,-0.009135844185948372
3,3,28,3,73.136,0.20774126052856445
3,6,28,2,16.364,0.13011260330677032
3,9,28,1,6.659,0.011267520487308502
3,29,28,3,58.104,0.14734776318073273
3,45,28,2,29.272,0.30021947622299194
3,38,29,3,38.535,0.32520791888237
3,40,29,2,57.863,0.14591003954410553
3,50,29,3,54.168,0.19711542129516602
3,7,30,1,4.607,0.08531967550516129
3,18,30,1,3.755,-0.05513257533311844
3,36,30,1,4.467,0.12417858839035034
3,37,30,1,3.605,0.06808340549468994
3,43,30,1,3.255,0.07790690660476685
3,49,30,1,37.324,0.13630300760269165
3,14,31,1,4.457,0.043683379888534546
3,23,31,1,26.088,0.22809559106826782
3,35,31,1,10.525,0.14029839634895325
3,37,31,2,16.164,0.03496602550148964
3,41,31,2,7.241,0.17247220873832703
3,49,31,1,3.726,0.004186914302408695
3,2,32,1,11.025,0.1320657730102539
3,6,32,2,4.627,0.1772461235523224
3,19,32,2,8.532,0.1657370924949646
3,29,32,2,23.874,0.24013987183570862
3,31,32,1,3.936,0.16480116546154022
3,36,32,5,22.622,0.1619478017091751
3,5,33,2,41.8,-0.009468607604503632
3,18,33,1,2.734,-0.026770202443003654
3,24,33,2,55.319,-0.07733354717493057
3,27,33,2,13.389,0.028757724910974503
3,45,33,2,7.081,0.10619908571243286
3,6,34,1,7.231,0.03684704750776291
3,8,34,1,4.497,0.0497516430914402
3,21,34,1,4.006,0.0697852298617363
3,23,34,1,5.467,-0.04702230542898178
3,24,34,1,5.828,-0.06930779665708542
3,29,34,1,14.19,0.019339436665177345
3,43,34,5,5.739,0.024638699367642403
3,7,35,1,10.755,0.1946994662284851
3,26,35,1,20.249,0.18995848298072815
3,46,35,1,1.632,0.04778512194752693
3,49,35,1,2.784,-0.07833713293075562
3,33,36,1,8.922,0.08030615746974945
3,45,36,3,16.253,0.34734487533569336
3,49,36,1,3.626,0.07936061918735504
3,1,37,2,4.807,0.23766972124576569
3,23,37,2,3.696,0.05999653786420822
3,28,37,2,5.297,0.1559436321258545
3,32,37,2,13.439,0.18619349598884583
3,47,37,4,20.61,0.15571895241737366
3,48,37,2,11.406,0.21064868569374084
3,27,38,2,14.421,0.04117888957262039
3,45,38,2,6.118,0.14233887195587158
3,10,39,1,3.785,0.14782027900218964
3,48,39,2,24.446,0.16584667563438416
3,4,40,3,22.732,0.008556712418794632
3,15,40,3,8.172,0.07611481100320816
3,23,40,2,3.976,0.07409422099590302
3,44,40,2,43.472,0.1822211891412735
3,6,41,2,4.236,0.0331716388463974
3,27,41,1,27.51,0.1715380847454071
3,49,41,1,6.349,0.02729785442352295
3,28,42,2,41.16,0.2032151222229004
3,5,43,2,28.922,0.08348237723112106
3,10,43,1,3.776,-0.030169693753123283
3,14,43,1,3.726,-0.009458242915570736
3,20,43,5,5.898,0.21263054013252258
3,24,43,1,39.717,0.058649756014347076
3,35,43,1,11.447,0.055134356021881104
3,12,44,3,107.274,0.039818864315748215
3,13,44,1,7.651,0.06647814810276031
3,25,44,2,4.927,0.049517229199409485
3,38,44,3,7.441,0.017979569733142853
3,2,45,2,14.561,0.00643781665712595
3,27,45,4,28.621,0.3073437511920929
3,39,45,1,11.817,0.210104838013649
3,48,45,2,25.566,0.19102323055267334
3,5,46,2,23.935,0.084326833486557
3,20,46,2,3.976,0.06940639764070511
3,28,46,2,6.58,0.09940171986818314
3,30,46,1,10.074,0.10794107615947723
3,40,46,3,13.078,0.09269344061613083
3,41,46,2,46.987,-0.06040732190012932
3,47,46,1,7.37,0.16509829461574554
3,2,47,1,2.794,0.0775936096906662
3,31,47,2,31.906,0.11693432182073593
3,6,48,2,2.113,0.1168275699019432
3,13,48,2,32.767,0.08023770153522491
3,25,49,1,2.864,-0.039276447147130966
3,29,49,1,2.524,0.17921136319637299
3,15,50,3,5.477,0.20518364012241364
3,22,50,4,7.491,0.2655158042907715
3,46,50,1,15.813,0.11734922975301743
4,5,1,3,40.639,0.15533462166786194
4,8,1,1,4.507,0.17465369403362274
4,13,2,2,19.708,0.19839832186698914
4,23,2,1,34.459,0.1253502070903778
4,27,2,1,7.09,0.10117118060588837
4,41,2,1,12.087,-0.037295639514923096
4,44,2,1,9.553,0.014941767789423466
4,31,3,1,8.793,0.05963350087404251
4,36,3,2,13.569,0.28651392459869385
4,41,4,1,4.156,0.09270258247852325
4,45,4,1,17.776,0.13704118132591248
4,46,4,1,10.425,0.07485444843769073
4,48,4,2,56.641,0.28080031275749207
4,49,4,1,11.657,-0.07769899070262909
4,9,5,1,15.602,0.11911146342754364
4,26,5,1,6.419,0.05507677420973778
4,44,5,1,16.584,0.2646222412586212
4,49,5,1,5.899,-0.002699664793908596
4,1,7,1,12.849,0.10772420465946198
4,31,7,1,8.693,0.006474781781435013
4,27,8,2,15.463,0.23183664679527283
4,47,8,1,14.691,0.07539258152246475
4,3,9,1,28.1,0.06648510694503784
4,14,9,1,12.949,0.11672196537256241
4,34,10,1,14.261,-0.001725492998957634
4,41,10,1,21.631,0.10178371518850327
4,20,11,2,39.136,0.14974406361579895
4,34,11,1,2.604,-0.019988691434264183
4,18,12,2,14.11,0.18311145901679993
4,40,12,2,17.035,0.23247450590133667
4,10,13,1,16.023,0.12137441337108612
4,26,13,1,16.734,0.05101209878921509
4,35,13,3,14.821,0.22163058817386627
4,39,13,1,30.054,0.153702050447464
4,45,13,1,4.737,0.18260708451271057
4,48,14,3,25.697,0.14354634284973145
4,13,15,2,13.4,0.142534077167511
4,16,15,2,20.73,0.06867945194244385
4,33,15,4,19.418,0.3136875033378601
4,7,16,4,22.463,0.19192898273468018
4,33,16,1,11.306,0.07690892368555069
4,21,17,1,6.79,0.06344042718410492
4,28,18,1,8.853,0.039987191557884216
4,43,18,3,25.026,0.12837956845760345
4,34,19,1,7.471,-0.10188654810190201
4,50,19,2,28.481,0.15140262246131897
4,10,20,1,18.206,0.07762180268764496
4,22,20,2,18.817,0.025186752900481224
4,39,20,1,8.743,0.07271184027194977
4,37,21,1,22.462,0.20598991215229034
4,42,21,3,21.912,0.1778630018234253
4,24,22,1,10.115,0.10633811354637146
4,33,22,2,13.729,0.0848422721028328
4,41,22,1,5.247,0.04391132667660713
4,43,22,2,8.513,0.05961180478334427
4,8,23,1,17.144,0.18201003968715668
4,49,23,1,4.707,0.0903436467051506
4,35,24,1,7.721,0.0816413164138794
4,36,24,4,30.163,0.07203089445829391
4,22,25,1,18.417,0.10783067345619202
4,3,26,1,28.451,0.12211524695158005
4,22,26,1,15.963,0.059420548379421234
4,32,26,2,16.053,0.12620951235294342
4,10,27,2,13.79,0.22933442890644073
4,15,27,1,8.743,-0.0019623711705207825
4,24,27,1,27.55,0.23409631848335266
4,28,27,3,25.707,0.23328152298927307
4,31,27,2,15.933,0.2026374638080597
4,36,27,3,9.023,0.2549287676811218
4,2,28,1,6.709,0.01563313975930214
4,5,28,1,12.698,0.13447922468185425
4,10,28,3,37.003,0.18461863696575165
4,38,28,1,20.149,0.1664178967475891
4,3,30,1,12.648,0.1428758203983307
4,31,30,3,14.782,0.35901138186454773
4,38,30,1,26.729,-0.06026892364025116
4,42,30,1,19.027,0.11058878898620605
4,16,31,1,20.93,0.05778779089450836
4,28,31,2,12.518,0.1659058779478073
4,42,31,1,25.527,-0.009014386683702469
4,12,32,4,31.745,-0.014614230021834373
4,21,33,2,15.172,0.04230121895670891
4,26,33,1,5.889,0.03707472234964371
4,32,33,1,8.883,0.14446645975112915
4,44,33,1,18.817,0.010507023893296719
4,45,34,1,6.639,0.1847442090511322
4,50,34,1,22.662,0.07076823711395264
4,23,35,1,9.053,0.22105467319488525
4,33,35,3,48.129,0.016384759917855263
4,41,35,1,6.99,0.13542592525482178
4,48,35,1,18.086,0.02075830288231373
4,4,36,4,19.007,0.34928053617477417
4,23,36,3,5.929,0.22007575631141663
4,26,36,1,11.998,0.09942378103733063
4,43,36,1,7.561,0.14444556832313538
4,19,37,4,16.173,0.3505321741104126
4,35,37,1,11.777,-0.03652237355709076
4,18,38,3,13.629,0.23499695956707
4,32,38,2,13.189,0.20576538145542145
4,39,38,1,16.184,0.127456396818161
4,12,39,2,38.575,0.08726931363344193
4,34,39,1,52.235,0.18325209617614746
4,3,40,1,20.649,0.1441090852022171
4,33,40,3,10.665,-0.03286437690258026
4,18,41,1,17.065,0.12734487652778625
4,24,41,1,32.417,0.06663504242897034
4,23,42,2,15.673,0.2161383181810379
4,39,42,1,9.824,0.1498977094888687
4,3,44,1,5.237,0.08607164025306702
4,45,44,1,8.933,0.208277627825737
4,48,44,1,12.998,0.1239280253648758
4,7,45,3,47.819,0.29768654704093933
4,31,45,2,22.282,0.08398029953241348
4,31,46,1,6.549,0.0010812515392899513
4,37,46,3,102.568,0.07862626016139984
4,23,47,2,8.623,0.06768563389778137
4,31,48,1,7.021,-0.009422091767191887
4,36,48,3,21.07,0.13730648159980774
4,16,49,1,14.771,0.09443455934524536
4,24,49,1,9.904,0.022522706538438797
4,47,49,1,10.385,0.07919496297836304
4,14,50,3,35.511,0.1994328796863556
4,31,50,1,11.376,0.07548943161964417
4,43,50,2,47.658,0.1388765275478363
4,45,50,2,7.361,0.29036659002304077
5,12,1,1,11.326,0.08398157358169556
5,6,2,1,3.105,0.11107637733221054
5,7,2,1,25.927,0.17258808016777039
5,19,2,1,9.634,0.09541578590869904
5,21,2,1,33.518,0.06615224480628967
5,1,3,2,25.527,0.2605574131011963
5,4,3,1,20.43,-0.026106804609298706
5,23,3,1,8.352,0.18138045072555542
5,34,3,1,18.576,0.027638884261250496
5,35,3,2,11.246,0.09699544310569763
5,1,4,1,32.947,0.20273040235042572
5,32,4,1,7.882,0.014464602805674076
5,38,4,2,19.318,-0.06085418537259102
5,24,5,4,12.839,0.1622517853975296
5,29,5,1,17.836,0.09305893629789352
5,14,6,1,4.206,0.09184230118989944
5,18,6,1,5.438,-0.02774938941001892
5,22,6,1,22.282,0.24617664515972137
5,13,7,2,5.858,0.22904184460639954
5,20,7,2,35.882,0.14830245077610016
5,24,7,2,22.342,0.03789101541042328
5,19,8,1,23.624,0.06693753600120544
5,33,8,1,6.199,0.0594642274081707
5,40,8,1,9.174,0.01367210689932108
5,29,9,1,25.336,0.1656271368265152
5,40,9,3,18.847,0.2605307996273041
5,47,9,5,5.809,0.4236430525779724
5,8,10,3,12.638,0.3948967158794403
5,32,10,1,7.21,0.013442613184452057
5,38,10,1,17.085,-0.06712057441473007
5,50,10,1,10.095,0.05208838731050491
5,18,11,1,8.942,0.13343952596187592
5,2,12,1,6.088,0.04098398610949516
5,8,12,4,36.152,0.347703218460083
5,38,12,1,6.71,0.09203547984361649
5,16,13,2,31.255,0.16521242260932922
5,31,13,3,30.043,0.26302409172058105
5,34,13,1,6.68,0.05703316628932953
5,46,13,1,14.591,0.08398318290710449
5,22,14,2,11.467,0.07653243839740753
5,33,14,5,16.444,0.6458738446235657
5,45,14,1,7.391,0.23622356355190277
5,47,14,1,4.437,0.035599157214164734
5,49,14,2,16.724,0.26767823100090027
5,8,15,1,6.84,0.08603265881538391
5,14,15,4,11.837,0.23181317746639252
5,43,15,1,23.904,0.14158441126346588
5,13,17,1,33.508,0.25010132789611816
5,38,17,1,12.267,0.05468356981873512
5,45,17,1,13.169,0.10075777769088745
5,22,18,2,9.493,-0.0363389328122139
5,31,18,1,13.429,0.05896684527397156
5,42,18,2,37.704,0.07152815908193588
5,4,19,1,6.47,-0.003348466008901596
5,5,19,1,35.13,0.07131877541542053
5,16,20,2,16.304,0.06594929099082947
5,17,20,1,9.664,0.041436683386564255
5,29,21,3,110.479,0.12288153171539307
5,30,21,1,6.359,-0.010701149702072144
5,43,21,1,11.978,0.11192098259925842
5,2,22,2,13.329,0.08357558399438858
5,31,22,1,6.68,0.0412239246070385
5,47,22,1,5.958,0.0003259163349866867
5,27,23,3,21.581,0.21014735102653503
5,38,23,1,71.793,0.011259546503424644
5,41,23,1,9.984,0.12600210309028625
5,18,24,1,17.735,0.07602638006210327
5,29,24,2,24.885,0.22552430629730225
5,42,24,4,13.179,0.20318597555160522
5,4,25,1,23.383,0.05559811741113663
5,24,25,2,8.963,0.055417582392692566
5,32,25,1,7.971,0.1872863471508026
5,39,25,2,8.923,0.07809567451477051
5,40,25,1,7.47,0.09154564142227173
5,18,26,1,22.882,0.02347816526889801
5,4,28,4,28.692,0.3834371566772461
5,16,28,3,26.458,0.17705467343330383
5,19,28,1,6.108,-0.017077671363949776
5,30,28,1,5.107,0.15666544437408447
5,17,29,2,7.32,0.13290280103683472
5,27,29,1,9.013,0.049575597047805786
5,30,29,2,6.539,0.045130133628845215
5,4,30,1,42.621,0.048565205186605453
5,6,30,2,8.943,0.24574032425880432
5,44,30,1,5.328,0.05419488251209259
5,11,32,1,16.043,0.07899149507284164
5,35,32,1,8.191,0.105486661195755
5,17,33,1,5.158,0.003896458074450493
5,19,33,1,4.727,-0.07853053510189056
5,46,33,1,10.976,0.2886514961719513
5,15,34,1,14.601,0.033715978264808655
5,20,34,1,11.106,0.15545669198036194
5,38,34,1,17.125,0.08929955214262009
5,6,35,1,7.371,0.05069737881422043
5,10,35,1,30.303,0.016434436663985252
5,19,35,1,13.109,-0.09638240933418274
5,22,35,1,6.98,0.040339015424251556
5,39,36,1,20.69,0.17891041934490204
5,18,37,4,12.368,0.32951945066452026
5,44,37,3,20.86,0.04205816984176636
5,14,38,2,5.918,0.12894552946090698
5,15,38,3,5.158,0.1816968023777008
5,3,39,1,10.615,0.1427466720342636
