Document_1,Document_2,Similarity_avg,Similarity_avg_normalized,Similarity_word2vec,Similarity_doc2vec,Similarity_tf_idf
1,43,1.3,0.075,0.3332627302505124,0.5189561372691909,0.00014032417085978345
1,44,1.1,0.025,0.1966754152318787,0.5544624895555592,0.003501827042114905
1,45,1.8,0.2,0.5666223310693803,0.5865124829541773,0.010347644076968246
1,46,2.2,0.3,0.2377648958518976,0.4724162260622521,0.04064310491186123
1,47,1.2,0.0499999999999999,0.3793552872895602,0.529764234072705,8.623320804256394e-05
1,48,1.8,0.2,0.2501651278081686,0.5634170882604138,0.002140748214559532
1,49,1.6,0.15,0.6052367512217034,0.5851085347510435,0.03359515248814212
2,3,1.4,0.0999999999999999,0.1721552953434431,0.3445332322103511,0.007143110696918385
2,4,1.0,0.0,0.2445641537951508,0.4516778005918966,0.019787242406235556
2,5,1.2,0.0499999999999999,0.2556178106367197,0.4483218333876592,0.004865774683059248
2,6,1.2,0.0499999999999999,0.2511105181701323,0.5195049375824965,0.007124966769247844
2,7,1.2,0.0499999999999999,0.533696309779645,0.5863637705548288,0.09919896407445805
2,8,1.5,0.125,0.2332437189547734,0.4084580840248382,0.014057919119051916
2,9,1.3333333333333333,0.0833333333333333,0.4354863843762367,0.5027247231925114,0.019744638450279975
2,10,1.0,0.0,0.1826176723342055,0.4076386733297175,0.00689966106002883
2,11,1.0,0.0,0.3214197773523731,0.5346659782074114,0.0369667137452583
2,12,1.0,0.0,0.2102953553627858,0.4289600273962486,0.005085622911007389
2,13,1.2,0.0499999999999999,0.303204057227982,0.4365891348100805,0.00699804289174414
2,14,1.2,0.0499999999999999,0.2116073497119893,0.3756023005045046,0.00959810692005827
2,15,1.181818181818182,0.0454545454545454,0.1933036360289225,0.3837724103714922,0.002187038512451388
2,16,1.0,0.0,0.237480972056351,0.4053653244735177,0.008005892381474877
2,17,1.1,0.025,0.2141526960664782,0.4141805089167393,0.006083087147866151
2,18,1.5,0.125,0.4464684899991224,0.5050629886147036,0.029448989953912666
2,19,1.3,0.075,0.4354445509818992,0.4872557180816955,0.04735136754257728
2,20,1.5,0.125,0.4863192591042669,0.46778508725183,0.018434662767854118
2,21,1.1,0.025,0.2753415997290611,0.4080497870411148,0.03363895791665249
2,22,2.3,0.3249999999999999,0.2615663714582554,0.4383168371647726,0.01649308329784005
2,23,1.2,0.0499999999999999,0.2758477293801588,0.4235834561459857,0.008292780597269796
2,24,1.2,0.0499999999999999,0.2275519909920256,0.462712428476308,0.002233222444349943
2,25,1.0,0.0,0.1826721970063864,0.488456710310778,0.0018926257454212054
2,26,1.0,0.0,0.4009466533671074,0.3414397738381716,0.008798470421854691
2,27,1.4,0.0999999999999999,0.2357048391574303,0.4951810024827688,0.007861977282758946
2,28,1.0,0.0,0.2099787177421054,0.5161577950642726,0.006640362344698172
2,29,1.2,0.0499999999999999,0.4476624393038976,0.490607964644928,0.026579772712966947
2,30,1.1,0.025,0.2419739453535942,0.4994881799154458,0.052325375882134186
2,31,1.1,0.025,0.2520692122776142,0.5781094914435673,0.017150469868600787
2,32,1.5,0.125,0.2304065251151709,0.4256979365781519,0.04284333995669592
2,33,2.0,0.25,0.1861953826292663,0.5035625716381603,0.007347900899443148
2,34,1.0,0.0,0.0942063732597118,0.4617117854016396,0.006226051639911075
2,35,1.0,0.0,0.292065842160975,0.431923018669933,4.264427707301927e-05
2,36,1.0,0.0,0.1307914865949705,0.5226033963045814,0.018442012804937517
2,37,1.3,0.075,0.1714995904217795,0.3689484052008951,0.004370432023075919
2,38,1.1,0.025,0.3819247316289865,0.4997613109771669,7.453759717056982e-07
2,39,1.4,0.0999999999999999,0.3240559540721491,0.4543021168667573,0.014057321434585912
2,40,1.2,0.0499999999999999,0.3323043449898905,0.4655169859977505,0.02283967668307827
2,41,1.1,0.025,0.2590807775609695,0.4351175672467226,0.012300714641613244
2,42,1.6,0.15,0.1936766588333586,0.5638140524107551,0.006180421165887786
2,43,1.1,0.025,0.2129440656294913,0.4551042743084529,0.041513275694459
2,44,1.2,0.0499999999999999,0.2897841094689404,0.5438172384305109,0.015357419359228706
2,45,1.1,0.025,0.2730412856233479,0.4481735410386413,0.008928364433723199
2,46,1.2727272727272727,0.0681818181818181,0.2196539255706578,0.5035843051486115,0.01884145931216031
2,47,1.0,0.0,0.186737000310963,0.4622383830833952,0.02513870245998163
2,48,1.2,0.0499999999999999,0.7160942865463535,0.635496301019397,0.005321931511101845
2,49,3.5,0.625,0.2306712565127482,0.3686197132452517,0.12573066603058258
3,4,1.8,0.2,0.5242529995068315,0.4457436604734465,0.01761604969518827
3,5,2.3,0.3249999999999999,0.7773722940831642,0.5401372077457786,0.07090616164305169
3,6,1.3,0.075,0.3125971643539987,0.4784514398373288,0.026300347266409292
3,7,2.3,0.3249999999999999,0.5446884120069851,0.3777884646065223,0.011201437456218124
3,8,1.7,0.175,0.6006682639266105,0.4785561312883835,0.015105610968971901
3,9,1.1,0.025,0.2489174772460624,0.476855303878012,0.00013888280741347484
3,10,2.3,0.3249999999999999,0.5740139777355744,0.4661719572166163,0.01409316139995377
3,11,1.8,0.2,0.6533703886936549,0.4583068217935588,0.043643079755190474
3,12,2.3,0.3249999999999999,0.6753792162866094,0.5640837035267848,0.07796726011051917
3,13,1.8,0.2,0.1949811240432986,0.509877336871846,0.0071106017330278565
3,14,1.7,0.175,0.5325601957216174,0.3571780873201967,0.002980859096008308
3,15,1.2,0.0499999999999999,0.2298542399181619,0.4689586174356019,0.012067051885525502
3,16,3.4,0.6,0.6966711832478013,0.5211474341947757,0.07091996315894072
3,17,1.8,0.2,0.4235449124084428,0.4309892052383552,0.023072462576157887
3,18,2.5,0.375,0.4260153099543904,0.5519559355324056,0.029324542191974837
3,19,2.0,0.25,0.2785386192637811,0.4987541496224257,0.015375703579708645
3,20,2.3,0.3249999999999999,0.3960564268147575,0.4784306493093349,0.020583877915980674
3,21,2.4,0.35,0.5771028653394727,0.4115104180479325,0.01650744251983566
3,22,1.2,0.0499999999999999,0.1330516670677916,0.5163564015436858,0.05287779771380762
3,23,1.3,0.075,0.248283626496297,0.4699795556943115,0.04588626955414897
3,24,1.6,0.15,0.5855514125690487,0.4703810880845928,0.018264089609521736
3,25,1.8,0.2,0.2477611590199852,0.529962456688387,0.01832312011969609
3,26,1.6,0.15,0.3855640095267676,0.4437550998456186,0.017899109585625503
3,27,1.8,0.2,0.5427238186664911,0.463967601928277,0.029203951035137125
3,28,1.8,0.2,0.6049109355519849,0.5138058427149398,0.019690820245299886
3,29,2.2,0.3,0.3897073133474591,0.5249827566153036,0.022143105734144887
3,30,1.1,0.025,0.3044585290247907,0.450188698077705,0.0216051601103239
3,31,1.0,0.0,0.6173114550253967,0.5468943092946448,0.015884052477169855
3,32,1.5,0.125,0.5676917236463589,0.4499623649808798,0.04336298679637437
3,33,2.7,0.425,0.2299494167452208,0.4412570223300534,0.009806761634901608
3,34,1.0,0.0,0.2894434045749117,0.4085635810636108,9.195318716225246e-05
3,35,1.1,0.025,0.4935491728105586,0.4445297667039006,0.010120836543868606
3,36,2.0,0.25,0.6730079074404571,0.5710568037445637,0.03435978508588744
3,37,2.2222222222222223,0.3055555555555556,0.6764111028470143,0.7224175139527658,0.06009449327463156
3,38,5.0,1.0,0.3523228311446283,0.4168344463747105,0.20546870450343346
3,39,1.4545454545454546,0.1136363636363636,0.3312066218772775,0.5153554488711035,0.007749455364971312
3,40,1.7,0.175,0.1907758602907145,0.3844578915089587,0.014901524170063164
3,41,1.3,0.075,0.5638670460774751,0.5057773673488599,0.0024038668840534044
3,42,2.6,0.4,0.3734090230851472,0.50507336048745,0.04223442421327382
3,43,2.1,0.275,0.5200341147785762,0.4784301412414926,0.010025632193706262
3,44,1.6,0.15,0.4075194295586256,0.4706861677716964,0.03362231633683301
3,45,1.5,0.125,0.4105835621128788,0.5805946386036729,0.009712446252794871
3,46,2.3,0.3249999999999999,0.2027774911436911,0.4259152687619666,0.022793549728158093
3,47,1.3,0.075,0.4445853535864072,0.4700203712610445,8.984165942330437e-05
3,48,2.2,0.3,0.4178424613897202,0.4276307207212897,0.0586071547751259
3,49,1.4,0.0999999999999999,0.5503960546934965,0.5427518626378603,0.004235328582198758
4,5,2.333333333333333,0.3333333333333333,0.5322713655115792,0.4877171265725036,0.02035973859927502
4,6,1.1,0.025,0.1716263367802527,0.466473253172179,0.031082433238869292
4,7,4.0,0.75,0.7049658540496528,0.5377077607729804,0.12994462828482198
4,8,3.9,0.725,0.8434990080500724,0.5270612562772613,0.08341089886461889
4,9,1.0,0.0,0.2387747335280537,0.4207682954164763,0.005011317814670853
4,10,3.1,0.525,0.7689136184507959,0.4689222070576053,0.06261731142826447
4,11,3.3,0.575,0.7306686811891137,0.5515187721707931,0.09095852641402505
4,12,3.6,0.65,0.7719366580234632,0.5341705817116168,0.04241209392322964
4,13,1.6,0.15,0.1192509779021949,0.5116463334021893,0.015266611697775129
4,14,1.3,0.075,0.2712810221883157,0.492632009008711,0.008030683611692558
4,15,1.0,0.0,0.2821791747580204,0.4804834975404823,0.03463416986933081
4,16,3.7,0.675,0.7056004201604369,0.550929630485302,0.041346206945359024
4,17,1.6666666666666667,0.1666666666666666,0.4062177830861083,0.4782967677015793,0.031799097069788604
4,18,2.1,0.275,0.3672953171101548,0.4385272213242022,0.04913983450554447
4,19,1.3,0.075,0.3281599010047015,0.5142747613578329,0.028979711272364376
4,20,1.3,0.075,0.3337762589189018,0.4471963901020493,0.010344737068214285
4,21,3.0,0.5,0.5902424171902683,0.4526753320681267,0.022705208912543188
4,22,1.1,0.025,0.1558880326445853,0.4801028128262624,0.023727149849403002
4,23,2.6,0.4,0.2456695544143805,0.4789424523339195,0.00758214235302544
4,24,2.9,0.475,0.3681415209897124,0.4291983295044104,0.049215719616543696
4,25,1.5,0.125,0.1648721898420312,0.4714632200120586,0.007325253684482529
4,26,2.3,0.3249999999999999,0.381322392631006,0.5177723296147125,0.01132071137139762
4,27,2.7,0.425,0.6590485475000605,0.5128300240726664,0.021420232794780128
4,28,3.1,0.525,0.3614876755627307,0.4487331189275988,0.09308425343904178
4,29,3.1,0.525,0.3271322708521472,0.44132147722457,0.01825733744304235
4,30,1.0,0.0,0.2285252058588129,0.4539865595059953,0.020370470643327934
4,31,1.6,0.15,0.4591190965144973,0.5097315475191354,0.02149569007564251
4,32,1.2,0.0499999999999999,0.3486278217821499,0.386805089296086,9.847917963548212e-05
4,33,1.2,0.0499999999999999,0.1807449860293732,0.486927271259144,0.00620420353634234
4,34,1.2,0.0499999999999999,0.1410838598296106,0.524901468337847,0.00012566023469911787
4,35,1.2,0.0499999999999999,0.3310105603041881,0.4730399425909939,0.04062571749444858
4,36,4.0,0.75,0.3292773464706457,0.5048411682583062,0.027949301269402947
4,37,1.4,0.0999999999999999,0.4242253398498213,0.4880598296076689,0.021632037500846996
4,38,1.7,0.175,0.3060767450571192,0.4831289118892431,0.008458639217296827
4,39,1.9,0.2249999999999999,0.3476634716135689,0.4152059058838909,0.010968083650983352
4,40,1.4,0.0999999999999999,0.1977410147923723,0.5519295196835425,0.01490545895382284
4,41,1.0,0.0,0.6035563577282983,0.4629704955144925,0.013784881578308816
4,42,2.9,0.475,0.260969746165168,0.4530611606959548,0.04231974301060874
4,43,1.8888888888888888,0.2222222222222222,0.4420102004401576,0.5084816478385664,0.006365393152691053
4,44,1.9,0.2249999999999999,0.425244539433664,0.494570660132352,0.0416468437891105
4,45,1.6,0.15,0.2537672249133165,0.5323500700468838,0.00016126897550921234
4,46,2.8,0.4499999999999999,0.1630632923946856,0.4471717271136218,0.0480074035012679
4,47,1.3,0.075,0.3735156461956245,0.481554742800151,0.00012277468957079378
4,48,2.3,0.3249999999999999,0.3952280363568553,0.4439131744942055,0.012693559421039707
4,49,1.0,0.0,0.386936486722079,0.4319787625002374,0.0408120014001035
5,6,1.1,0.025,0.2972669199281014,0.4432810336166888,0.004777563098041516
5,7,1.8,0.2,0.560175618775276,0.5823108309711118,0.023009238798100337
5,8,2.1,0.275,0.5440447594642255,0.4456679393798581,0.0024255751252533213
5,9,1.2,0.0499999999999999,0.2932932548150986,0.4126853734658537,8.962794612261786e-05
5,10,3.9,0.725,0.524607593594807,0.3496925387772885,0.01842367284771445
5,11,3.4,0.6,0.7372082609213169,0.5225608612732445,0.07565983582560178
5,12,2.8,0.4499999999999999,0.5138523146830547,0.463878554086777,0.035016670240459624
5,13,1.2,0.0499999999999999,0.1632729766546281,0.5271994646994035,5.957297423684672e-05
5,14,1.3,0.075,0.40403932051756,0.473822376900777,0.0019581902500313375
5,15,1.1,0.025,0.2376035640741518,0.4465757349392115,0.00960552770669493
5,16,3.5,0.625,0.6026139630493248,0.4801865748660526,0.01712130046171846
5,17,1.7,0.175,0.3594277027561288,0.535294546649388,0.011054437945561591
5,18,1.4,0.0999999999999999,0.5131522684685703,0.4996600382635233,0.022141701493503852
5,19,1.2,0.0499999999999999,0.3586011337721828,0.4046312708382128,9.929416207055861e-05
5,20,2.0,0.25,0.4645146794243858,0.4857383437937941,0.021075015202369072
5,21,2.2,0.3,0.525104679433643,0.4076996116881142,0.0026145097190785264
5,22,1.1,0.025,0.1805429094924735,0.4738513734414512,0.0030468452586937707
5,23,2.4,0.35,0.3707496106961604,0.5369687796724101,0.01977302113213452
5,24,2.4,0.35,0.5031417247665441,0.5433077918256772,0.038635924473811555
5,25,1.6,0.15,0.2367984976674631,0.5183818120394218,0.002382664507677038
5,26,1.6,0.15,0.464923214538224,0.4566516008537399,0.01726404141084148
5,27,2.5,0.375,0.457435603027118,0.4810266786220493,0.02282157145594864
5,28,1.9,0.2249999999999999,0.4424736581378038,0.428815821558537,0.005494484108394808
5,29,1.7,0.175,0.3834719145024726,0.4892328002547922,0.005323909845400138
5,30,1.1,0.025,0.269870396769759,0.4331594493793828,0.0072846886810382094
5,31,1.2222222222222223,0.0555555555555555,0.5384988560473678,0.4241540468716995,6.58770162756414e-07
5,32,1.9,0.2249999999999999,0.5486183046471222,0.4144458521044031,0.03313536050160165
5,33,1.6,0.15,0.2633816705376006,0.4803593737558488,0.008964215731605931
5,34,1.1,0.025,0.2581354340551809,0.5022965876215052,5.943761476309381e-05
5,35,1.1,0.025,0.6233851793330432,0.5346875741929055,5.164843912993367e-05
5,36,2.2,0.3,0.4548988927713746,0.5058995257529642,0.02443613329298984
5,37,2.1,0.275,0.5179971756412496,0.3660784159523236,0.013523729329350285
5,38,1.6,0.15,0.426762983531281,0.4490670447371579,9.02759013539803e-07
5,39,1.3,0.075,0.4191507447869729,0.4089360554615691,0.0057777059822641166
5,40,1.2,0.0499999999999999,0.2329578539066404,0.4484187012182309,0.0004707227467511719
5,41,1.0,0.0,0.8009653937502887,0.578133560264088,0.000547512477995479
5,42,3.8,0.7,0.4397597232700361,0.4213634121981106,0.09862194185300759
5,43,1.9,0.2249999999999999,0.6626217613393051,0.5855958583835427,0.009642574128655955
5,44,2.3,0.3249999999999999,0.4764532241999044,0.5120348043857038,0.04555402384036835
5,45,1.4,0.0999999999999999,0.37464066023767,0.4752757090951495,0.0011085333413678648
5,46,2.0,0.25,0.2388668449190258,0.4569233746448427,0.010619367392656068
5,47,1.3,0.075,0.4408973736119445,0.5158111017227449,0.008852860174176662
5,48,1.7,0.175,0.4748954258868592,0.5087817221968806,0.016665451308962066
5,49,1.1,0.025,0.4393029800256306,0.4646006047826637,0.0031256912714021506
6,7,1.0,0.0,0.2211027329664929,0.4316779237089497,0.01627205269878051
6,8,1.6,0.15,0.2448234812878599,0.401721260950479,0.006490318020674507
6,9,1.0,0.0,0.3598851487241251,0.5043323219952464,0.006858545382315402
6,10,1.0,0.0,0.268781176522072,0.4837347405577838,0.02669334107607204
6,11,1.2,0.0499999999999999,0.064279704249086,0.4155196885898198,0.004905372230748604
6,12,1.1,0.025,0.163461174644092,0.4569126998733526,0.004887733663536449
6,13,1.2222222222222223,0.0555555555555555,0.4969248280610993,0.4457522894910199,0.01875397029795538
6,14,1.6666666666666667,0.1666666666666666,0.360346051636179,0.4386428593574567,0.006688116701285293
6,15,2.7,0.425,0.1768144067579422,0.5552613657774492,0.09221226202210622
6,16,1.0,0.0,0.2124347411751604,0.3777343860568631,0.006235334890553211
6,17,1.1,0.025,0.3718195910168008,0.4271218079490759,0.004118645643200245
6,18,1.2,0.0499999999999999,0.2269947453593579,0.3869570513306893,0.0005175841044106687
6,19,2.4,0.35,0.1418427880913082,0.460496984829239,0.004901188250727808
6,20,2.0,0.25,0.2461953713282919,0.4271893372016838,0.0003221608301474057
6,21,1.0,0.0,0.2518571579567685,0.4198469192311607,0.00010957675981085385
6,22,1.0,0.0,0.301657626359568,0.518689023228531,0.009221326390480592
6,23,1.9,0.2249999999999999,0.3322654483632,0.5353911091868343,0.02304355601476689
6,24,1.0,0.0,0.4494784599333385,0.3580059891779337,0.008730452065334788
6,25,1.3,0.075,0.2757964377548704,0.4324403041434329,0.0009335472078337695
6,26,1.7,0.175,0.4878084479664714,0.5340449127391915,0.0002016114606017948
6,27,1.2,0.0499999999999999,0.1118888882783668,0.5329072066763474,0.028068029373261468
6,28,1.3,0.075,0.4539646937606258,0.5077283560424314,0.016520928993969872
6,29,1.0,0.0,0.4190029495263885,0.4936590009148044,0.022316915493658145
6,30,2.1,0.275,0.3556482313644883,0.4758171822894956,0.014937751056676978
6,31,1.5,0.125,0.3088339926631607,0.5178659026995822,0.005245781603385829
6,32,1.2,0.0499999999999999,0.2798525490197006,0.5463752037863132,0.017103608195617924
6,33,1.3,0.075,0.289116392772816,0.487438800238729,0.03339656767612375
6,34,1.0,0.0,0.9118005766671224,0.5159097045953164,0.01097888151433498
6,35,1.7,0.175,0.3698055726290272,0.4337149477705098,0.02831919850451931
6,36,1.4,0.0999999999999999,0.2946033519589988,0.5362110876586283,0.020776895934676506
6,37,1.0,0.0,0.1606671510776318,0.4063951439344002,0.030121664049407738
6,38,1.0,0.0,0.1148303998320544,0.4937581184783906,8.735502774758099e-07
6,39,2.0,0.25,0.2198618511959256,0.5203490662817777,0.02322939338885772
6,40,1.3,0.075,0.4385696444051732,0.5154693624445172,0.022563663759395114
6,41,1.1,0.025,0.0450790813378443,0.4396177189984356,0.0048011925204698965
6,42,1.3,0.075,0.5472127500931783,0.426699161023197,0.005298944856414754
6,43,1.5,0.125,0.1352938388025422,0.500581036813498,0.014246785669454627
6,44,1.1,0.025,-0.0949627700160038,0.4594488793979745,0.0008061894402955701
6,45,1.1,0.025,0.4008820717975325,0.481269090154454,0.007194752726676083
6,46,1.1,0.025,0.1498438829822033,0.4545971000956502,0.0002721019871978102
6,47,1.181818181818182,0.0454545454545454,0.2149792469694037,0.4086414574152973,0.00016749243547500796
6,48,1.5,0.125,0.1804805862860239,0.4667594454437784,0.004922050630926325
6,49,1.4,0.0999999999999999,0.264255994270563,0.4385283910823142,0.014712307321242542
7,8,3.7,0.675,0.6545689694195863,0.4926233443530447,0.042242445377727186
7,9,1.0,0.0,0.3589393141784565,0.4463600545961966,0.010844125474045242
7,10,2.7,0.425,0.5565892070737106,0.3775096950108952,0.011528231681750559
7,11,3.4,0.6,0.5839616451317504,0.5238818220145535,0.0707249262688413
7,12,3.1,0.525,0.5860024624555135,0.5070650741919291,0.016336074688463792
7,13,1.5,0.125,0.3015888070611487,0.47622549102025,0.011715497179044507
7,14,1.5,0.125,0.3346328523623637,0.4370954313468982,0.01702212051626282
7,15,1.1,0.025,0.3567215802777607,0.4497877924633084,0.025957175977793047
7,16,3.4,0.6,0.6296508971363008,0.5005429153175026,0.020054254310630716
7,17,1.6,0.15,0.4848390908358179,0.4777429835509209,0.02569398487354435
7,18,1.1,0.025,0.5307202237645735,0.4162992680512437,0.024737764257624327
7,19,1.0,0.0,0.4073812887852081,0.4769818670458365,0.035274749196941776
7,20,1.6,0.15,0.5467865687640433,0.5355744833914046,0.01831790965173228
7,21,3.1,0.525,0.6045978182521632,0.3958761832999384,0.009683454487849696
7,22,1.1,0.025,0.2947076231275574,0.4619837708917834,0.008083952753214519
7,23,2.9,0.475,0.3723947808842784,0.389884291912874,0.015741116509952427
7,24,2.4444444444444446,0.3611111111111111,0.443042272907801,0.5265036443763116,0.0033220631396684236
7,25,1.7,0.175,0.2871255401933159,0.5062103431475956,0.02682709243546518
7,26,1.8,0.2,0.5093606403175648,0.4220087050306717,0.006505884484969121
7,27,2.7,0.425,0.7873224716585325,0.6134658673156891,0.02885186657472797
7,28,4.2,0.8,0.405519946467976,0.4330020290983618,0.21879200089116904
7,29,2.1,0.275,0.4045839898740307,0.5105752904436016,0.006613996629753137
7,30,1.1,0.025,0.2963232473349546,0.5355575903132875,0.03503819156822008
7,31,1.0,0.0,0.4769710401401293,0.4409276263315205,0.015980410487560184
7,32,1.6,0.15,0.4284889094552536,0.4473673317440225,7.940885211846862e-05
7,33,1.3,0.075,0.2307264711085857,0.4802977898543845,0.02260134363140496
7,34,1.2,0.0499999999999999,0.1433768852544128,0.4839755326554346,0.00010127732443298795
7,35,1.7,0.175,0.4365424907465368,0.5722936754700003,8.779402244575997e-05
7,36,3.9,0.725,0.3929286675504048,0.5428643722986781,0.06543515563201023
7,37,1.3636363636363635,0.0909090909090908,0.4833000644213769,0.4034391581855424,0.018521580587376147
7,38,1.7,0.175,0.3108977541213459,0.4093323384785681,7.728617841315909e-07
7,39,1.2,0.0499999999999999,0.4612756654206817,0.4388598053669828,0.009177064988011437
7,40,1.4,0.0999999999999999,0.2951688261868848,0.3440461084840082,0.024533688892538916
7,41,1.0,0.0,0.5104627446730697,0.3627191373193854,0.0027174941342441076
7,42,2.5,0.375,0.3181967650432554,0.3783745805104195,0.001120630727182301
7,43,1.6,0.15,0.4047941310151535,0.3774597272881687,0.00016096863443803468
7,44,1.3,0.075,0.3817215764443277,0.5043224288793012,0.0010872396970353828
7,45,1.9,0.2249999999999999,0.3882148079896316,0.5449766387260092,0.0010137624279097552
7,46,1.9,0.2249999999999999,0.2627296505975826,0.4595030666867755,0.028251175687371823
7,47,1.0,0.0,0.392281405312978,0.4992321972102392,9.895168585028872e-05
7,48,2.0,0.25,0.6045329772209167,0.5491146162874602,0.013237035779200617
7,49,1.1,0.025,0.4436064386858497,0.3246782618540403,0.09701325287870567
8,9,1.2,0.0499999999999999,0.3012221289920313,0.4163993650672236,0.01698049229295021
8,10,2.9,0.475,0.868571115109602,0.5498335919076481,0.04473599325516302
8,11,3.1,0.525,0.7339217261699718,0.454929372044025,0.027069464477763306
8,12,3.2,0.55,0.8294142727654767,0.6248684570168594,0.08100889268424154
8,13,1.3,0.075,0.1554470277071165,0.4203744311470571,9.083300629629835e-05
8,14,1.3,0.075,0.3512220912438329,0.547704778767165,0.02904270465577434
8,15,1.2,0.0499999999999999,0.2288401998732574,0.3892654050942846,0.016492715802112097
8,16,3.5,0.625,0.7875691295721077,0.5741277092174871,0.07622746223102422
8,17,1.2,0.0499999999999999,0.3818302916945271,0.4714308199865417,0.01948782604234246
8,18,1.3,0.075,0.4223194231972517,0.4132899730038631,0.0380663800673883
8,19,1.0,0.0,0.2634237837940846,0.3796140475784965,0.01160307550114565
8,20,1.4,0.0999999999999999,0.3307462088829774,0.3599366624307489,0.014612393005528971
8,21,4.7,0.925,0.7051595805885915,0.5587713127788632,0.239293796831956
8,22,1.3,0.075,0.2150266697428777,0.4845801192533489,0.0031046267769380457
8,23,2.5,0.375,0.2429054814231655,0.3279450073883158,0.006491580780819744
8,24,2.3,0.3249999999999999,0.5100092391522764,0.6267386982604521,0.003572712353460389
8,25,1.6,0.15,0.2743644061256304,0.42927431994296,0.06626592173323695
8,26,2.2,0.3,0.3354009096631436,0.5078684170384876,0.007708196192158721
8,27,2.5,0.375,0.6517346680782973,0.4714383567445026,0.00704184866389084
8,28,3.8,0.7,0.3959019445272699,0.4336130014619336,0.014646553626260286
8,29,2.2,0.3,0.2974443151904309,0.4161440747363745,0.0012537436977359021
8,30,1.2,0.0499999999999999,0.3848069414479765,0.4914788444815249,0.024044957921468876
8,31,1.9,0.2249999999999999,0.5215873899780479,0.5430002466859613,0.02958464332010166
8,32,1.2,0.0499999999999999,0.4330673276470087,0.4679715548817413,0.015998326970675474
8,33,1.0,0.0,0.2502274864175732,0.4195899946353338,0.017162575040408558
8,34,1.0,0.0,0.1826091334200938,0.5626072069223662,9.055379841961898e-05
